,text,label_category,traintest
28,  I would suggest LOCATION1 as a pretty good area,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
29,  I'd stay away from LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
30,  I've never lived in LOCATION1 but know it reasonably well and would say it's an OK place to live,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
31,"  If I had the money, I would live near LOCATION1  ","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
32,"  If you are thinking South London, try LOCATION1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
33,  It does not make that much difference if you fly into Gatwick or LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
34,  It would be worth you looking around LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
35,"  LOCATION1  is traditionally not a wealthy area, in fact it is amongst the poorest areas in the entire UK ","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",train
36,"  LOCATION1 ( pronounced Gren- Itch) is a lovely town, but parts of it can be very expensive","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",train
37,  LOCATION1 aint too bad,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
38,  LOCATION1 and LOCATION2 are the better area of West and Southwest London,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
39,  LOCATION1 and LOCATION2 areas are nice i think,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
40,  LOCATION1 attract many immigrants as it's cheaper,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",train
41,  LOCATION1 cheap and lovely people,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
42,"  LOCATION1 even has a lovely big park, so you can go for walks etc  good luck","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
43,  LOCATION1 has a very large Jewish population,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",train
44,"  LOCATION1 has become a bit more up-market in recent years, and it's not too bad as a place","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
45,"  LOCATION1 in LOCATION1 might be suitable, but it's more than 30 minutes to Central London  ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",train
46,  LOCATION1 is a good place to live with a major rail station,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",train
47,  LOCATION1 is a mainly Indian area but it very safe - lots of families with children,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",train
48,  LOCATION1 is a nice suburb of LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
49,"  LOCATION1 is a safe area you will see a lot of tourists, sexy ladies","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",train
50,"  LOCATION1 is a trendy, very edgy area with lots of live music venues","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",train
51,"  LOCATION1 is all druggies,  and tourists,","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
52,  LOCATION1 is good,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
53,  LOCATION1 is good  and not too shabby,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
54,  LOCATION1 is in the east of London and is one of the more affordable parts of the London to live,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
55,  LOCATION1 is just about okay,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
56,  LOCATION1 is lovely and LOCATION2 (as others have said),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
57,  LOCATION1 is more expensive (London) but is good for some of the local schools,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
58,"  LOCATION1 is more expensive, but if you're after lots of shops, cafes etc there's more to offer","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",train
59,  LOCATION1 is not dangerous but it is an ugly jumble of concrete with no character,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",train
60,  LOCATION1 is one of the most affluent areas and offers a much nicer environment to live than south of the river,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
61,  LOCATION1 is one of the ruffest places in London,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
62,  LOCATION1 is pretty bad with its stabbings muggings and general filth of the place ,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",train
63,  LOCATION1 is quite a nice area,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
64,"  LOCATION1 is safe, you will hear noisy drunks at 1 am anywhere  ","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
65,  LOCATION1 is the best by a long shot,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
66,"  LOCATION1 is the place, I love it","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
67,  LOCATION1 is very suburban,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
68,  LOCATION1 is worth a visit if you are going in the spring or summer time,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",train
69,  LOCATION1 isn't bad,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
70,"  LOCATION1 isn't that bad, its a vibrant and diverse place, which does have crime, but so does LOCATION2","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",train
71,"  LOCATION1 would be pretty good, it's a laid back spot and mostly locals","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
72,  LOCATION1's a hole,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
73,  LOCATION1's a lovely town but very expensive,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",train
74,  LOCATION1's a very central area close to LOCATION1 ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",train
75,  LOCATION1's nice and quite quiet,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",train
76,  LOCATION2 and LOCATION1 are the cheapest or are you talking about the real world,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
77,  London is so diverse there are no racist areas  I live in LOCATION1 and have never had any problems,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
78,  Lots of the better areas are expensive and definitely LOCATION1,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",train
79,  Off course LOCATION1 is most safest place of Central London,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",train
80,"  Oh LOCATION1 for me without a doubt, I've always said I would love to live there","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
81,"  The LOCATION1/LOCATION2 area is very expensive, probably the most expensive in London","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
82,  The Nobility live in townhouses in LOCATION1,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
83,  The area South of LOCATION1  is also good,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
84,"  The area around LOCATION1 and LOCATION2 stations is very nice, leafy and green, and affordable","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",train
85,  The cheapest area of London is LOCATION1 (DA18),"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
86,  There's one place you must visit here in London - LOCATION1 and it's markets,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",train
87,  Think most of the marketing agencies of London are located in and around LOCATION1 - it's also where most of the advertising companies locate to as well ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
88,  Try LOCATION1 or nearby,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
89,"  Try LOCATION1, it has great transport connections and has had a lot of development in the last few years  west London","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",train
90,  Try searching in  LOCATION1 or LOCATION2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
91,  You may want to consider LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
92,  You will not find anywhere near London much cheaper than LOCATION1,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
93,  area around LOCATION1 in very multi-cultural and it is a very busy area,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",train
94,"  depends how much money you have to spend but avoid most of the LOCATION1,bad transport and alot trouble","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",train
95,  i come from same area as david and have to agree if going to live in suburbia then LOCATION1 area is good but EXPENSIVE,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",train
96,"  i live in LOCATION1 which is in north west extended London, it is great because its not to busy and its not to expensive ether","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",train
97,  if you google victorian LOCATION1 you'll come up with a host of information you can also check it out on streetmap,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
98,"  just dont live in LOCATION1, you'll regret it","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
99,  just go to LOCATION1 and you'll be in the centre of London,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",train
100,  really nice area is LOCATION2 or LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
101,  try somewhere round LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
102, (LOCATION1/LOCATION2) is a very up and coming popular place for artists and musicians while also having lots of great curry houses and Asian food shops,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
103," (try LOCATION1, if you haven't already seen it","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
104," , LOCATION2 and LOCATION1 might be good for you","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
105, Actually what I found is that LOCATION1 is in Sureey but in all other ptactical means it IS part of London/in London,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
106, Areas like LOCATION1 and LOCATION2 are still regarded as pleasant and safe but are a little less expensive as they are slightly further out from the centre of town,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]",train
107," Areas such as LOCATION1 and LOCATION2 are near the MI and either tube lines and are very nice areas, semi-rural in parts","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",train
108," As long as you can afford to live in LOCATION1, it's way nicer (:","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",train
109, Avoid LOCATION1 - it's super pricey,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",train
110, Avoid LOCATION1 - nice place to go out but it's a bit rough (highest assault rate in London),"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",train
111," Crossrail mainline link between LOCATION1, central London and north Kent","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",train
112," For the most part, LOCATION1 is a nice area","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
113," Further development of the Royal Docks area, including the LOCATION1 Quays project","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
114," Getting to the London from LOCATION1 is easy , buses go every few minutes","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",train
115, Hmm LOCATION1 and LOCATION2 are improving areas,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
116, However you're unlikely to find anything decent and cheap in LOCATION1 ,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
117, I Live in LOCATION1 which is close to the center of town and is very nice in my opinion,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",train
118, I also like LOCATION1 and LOCATION2 for going out,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",train
119," I can't understand the thumbs down for LOCATION1, that area is having lots of money thrown at it right now","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
120, I come from south London and really want to no why so many people think cockneys only come from LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
121," I currently live in a very street, depressing, hood area of LOCATION1","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
122, I do love LOCATION1 but unfortunately due to the increase in rent I will moving further out,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",train
123, I don't know LOCATION2 but LOCATION1 is one of the nicest areas of London,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
124, I don't know much about LOCATION2 or LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
125, I feel safer in LOCATION1 than I do in LOCATION2,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
126, I feel that the LOCATION1  area is pretty safe  I have lived in E9 LOCATION2 and loved it ,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",train
127, I got my flat broken into in LOCATION1 but never in LOCATION2 area,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
128, I have a friend that lives in a small place called LOCATION1 and it comes under LOCATION2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
129, I have heard from some friends that LOCATION1 and places nearby are quite dangerous to live in due to the high criminal cases,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
130, I have lived in LOCATION1 for 25 years and it's now one the most safest places to live,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
131, I have personally had no major problems while in LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
132," I have the chance to move to E16 1TX area, it is West LOCATION1","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
133, I just know that I definitely don't want to live in LOCATION1 as it's the most dangerous  ,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
134," I know LOCATION1 well, I'm afraid I wouldn't choose to live there either ","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
135, I live in LOCATION1 and can't even walk across the road to the shop without feeling overly warey  ,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
136, I live in LOCATION1 but I've been here seven years and never had a minute's trouble,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
137, I live in LOCATION1 which is quite boring ,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
138, I live in LOCATION2  and I love it LOCATION1 just stay away from LOCATION1 lol,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
139, I live in LOCATION2 but Id rather live in LOCATION1  ,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
140, I live near the m25 next to the LOCATION1 bridge,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
141, I must say LOCATION1 is one of my favorite places and i'd love to live there,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
142, I prefer to live in an area where there are more English people (like where I live now in LOCATION2) or where there are a variety of different cultures (like LOCATION1),"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",train
143, I recommend LOCATION1 or perhaps LOCATION2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
144, I spent a semester abroad in LOCATION1 right around the imperial college I would imagine that area would be greatly expensive but it was a great place to live  ,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
145, I sure as hell wouldn't wanna be stuck in a shithole like bloody LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
146," I think LOCATION2 gets a raw deal because it's close to some dodgy areas like LOCATION1,  but actually it's alright, a bit of a hidden gem in fact","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",train
147," I think LOCATION2 is a pretty good place to live and you're unlikely to have any problems I'm living in LOCATION1, yeah it's a safe area, ","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
148, I think the farthest out in essex to be close to London would be LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",train
149," I used to live in a rented appartment in LOCATION1 during my ""rocking days"" and links into the centre are fast and frequent by tube ""underground railway""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",train
150," I was born and bred down in LOCATION1, (and I lived down there for twenty-eight years, man and boy), ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
151," I will recommend to you areas like LOCATION1, LOCATION2, they have a high Asian population and it is fairly affordable to live there","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",train
152," I would hardly call LOCATION1 or LOCATION2 rough  Well, in all honestly there are ""rough"" parts in every area in London","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
153, I would never want to live somewhere like LOCATION1 or anywhere in LOCATION2 as I would never get any sleep,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",train
154, I would pick LOCATION1 as it is the furthest in the center giving you so much things to do,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",train
155, I would really recommend LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
156, I would say LOCATION1 but it may exceed your budget by a little but it is worth the move,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",train
157," I would say with the massive increase in supply around the area, and the amount of security they have LOCATION1 is your best bet  Don't waste your money","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
158, I would stay away from LOCATION1 and LOCATION2 area's as many parts are very run down and deprived,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
159, I would strongly recommend flats in the LOCATION1 as this area is growing quickly and many of the flats are newly built meaning the design will be quite modern as well  ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
160," I would suggest SE London, somewhere like LOCATION1 or LOCATION2 but it's been years I've lived in London","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
161, I would suggest looking at the area around LOCATION2 or LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
162, I'd recommend LOCATION1 and you could easily connect onto the piccadilly line no problem and its cheaper than most areas in London,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1]",train
163, I'd recommend LOCATION2 or LOCATION1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
164, I've been LOCATION1 a few times and I've never been bothered,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
165," I've been offered a job in LOCATION1 (LOCATION2) and am looking for somewhere to live, I've found loads of accomodation within my price range","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
166, I've been to LOCATION1 and LOCATION2 which are bleak and unfriendly places in daylight,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
167, I've lived in the LOCATION1 for years and I love it - I wouldn't want to live anywhere else,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
168," I've never been to LOCATION1 - due to its reputation, mostly","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
169," I've seen breeders with puppies in LOCATION1, Daventry, 3 in Kent and one in St Neots - and that was just the first page","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
170, I've spent a lot of time in LOCATION1 and can confirm it's generally quite a deprived area and certainly not that safe after dark,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",train
171, If you have alot of money ie rich you can live in nice LOCATION1 posh ,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
172, If you have alot of money ie rich you can live in nice LOCATION1 posh London ,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
173," If you mean flying from the US, then it's basically only LOCATION1 and Gatwick that handle long-haul flights","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
174," It ranges from exclusive and very expensive around LOCATION2, to down market and more affordable in places like LOCATION1","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",train
175," Keep well clear, LOCATION1's the pits  It's fine","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
176, LOCATION1  by the way is not a hot bed of crime,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
177, LOCATION1  has a good market and vibrant afro/caribbean community,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",train
178, LOCATION1  has a reputation of being dangerous ,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
179, LOCATION1  has become a very popular area in London and is quite expensive,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",train
180," LOCATION1  has connections to Gatwick and Luton Airports, and lots of cool places that you might want to visit like Brighton","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",train
181, LOCATION1  has good restaurants and bars,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",train
182, LOCATION1  has plenty of food places,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
183, LOCATION1  has the Empire (good venue for live music) and good bars,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",train
184, LOCATION1  is a nice area but probably a bit far away ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",train
185, LOCATION1  is a pretty desirable area you will see what I mean,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
186, LOCATION1  is a very prosperous suburb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
187, LOCATION1  is certainly safer than it was even a couple of years ago,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
188, LOCATION1  is good for shopping,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",train
189, LOCATION1  is not a crime hotspot probably just drunks,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
190, LOCATION1  is quite a green area of London,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",train
191, LOCATION1  is so nice,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
192, LOCATION1 (commuter hub to the London),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",train
193, LOCATION1 (where I grew up) is an okay place to live as its got a large portugese community,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",train
194," LOCATION1 , LOCATION2 are all places with low crime","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",train
195," LOCATION1 - fantastic shopping centre, Arts Centre and Clubs - and it is only a 25 minute bus ride away","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",train
196," LOCATION1 = Yawn - over hyped, down trodden area - crime is high ","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",train
197," LOCATION1 Good area, generally","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",train
